control,is_ditch,ratio,measured,predicted,dz,rise_before,horiz_near,have_prev
0,1,5.9165243865540935,5.350110444110518,0.9042657639118654,-1.3410701988412936,-0.0033077110570539064,4.934181922329936,1.0
0,1,5.576894584643524,5.027202582417415,0.9014340339622458,-1.2445205907199397,-0.0010035058874177285,4.918730413178588,1.0
0,1,5.265786693370824,4.732780010470046,0.8987792871344773,-1.156510063273635,0.0008303293944469413,4.904244623349202,1.0
0,1,7.451438139040738,5.044352082814828,0.6769635590726669,-1.558839096431815,0.0,4.217861934095352,0.0
0,1,7.107164407976624,4.800485088133544,0.675443089897539,-1.4723390663131963,0.0,4.208388559982686,0.0
0,1,6.792862826934219,4.577863918535359,0.6739226207224116,-1.3934222458392986,0.0,4.198915185870023,0.0
0,1,6.5058667999449655,4.374229101632143,0.6723514692414462,-1.3213002580847886,0.0,4.189126032620268,0.0
0,1,6.242018550920407,4.187339546946449,0.6708310000663185,-1.2551370174679246,0.0,4.179652658507603,0.0
0,1,6.001019151671424,4.016545314293405,0.669310530891191,-1.1947186326425157,0.0,4.17017928439494,0.0
0,1,5.780132389377018,3.8599149650290947,0.6677900617160633,-1.1393557209135883,0.0,4.1607059102822745,0.0
0,1,4.221203409711463,2.7549095291453893,0.6526360522706246,-0.7503582677219816,0.0,4.06628794829272,0.0
0,1,3.9387323580652778,7.507128138546668,1.9059756937214698,-1.0960020920001705,-0.012419314859173136,7.126918086435954,1.0
0,1,3.6614067333542444,6.9496414184535,1.8980795974248066,-0.9884612815405038,-0.012167913884235384,7.097392614681881,1.0
0,1,3.4117166022795065,6.448165055910355,1.8900060607619267,-0.8919149842042879,-0.01193916955203835,7.067203649180522,1.0
0,1,3.1862936167389555,5.996672277223337,1.8820212442821551,-0.8051318339176068,-0.011913901256731812,7.037346430552804,1.0
0,1,4.603497700168341,5.5843539429915525,1.2130676078728884,-1.0840975964854993,0.007400901076236679,5.6084538267921245,1.0
0,1,4.414128423534295,5.339639852019244,1.2096702541662603,-1.0242500196384554,0.008008686810655486,5.592746621956018,1.0
0,1,4.241813788901761,5.116484794394054,1.206202122257411,-0.9697667280190088,0.008882046556256082,5.576712183685828,1.0
0,1,4.084266788199231,4.912575568879625,1.2028047685507828,-0.9200389312953599,0.009643158403273002,5.561004978849722,1.0
0,1,3.940486667978694,4.726248927668183,1.199407414844155,-0.8746716902346368,0.010553534398386142,5.5452977740136165,1.0
0,1,3.8094812337379316,4.556177883265165,1.1960100611375268,-0.8333359062962411,0.011473654229651723,5.52959056917751,1.0
0,1,3.6908033215622305,4.401698941923285,1.1926127074308985,-0.7958670302098751,0.012692007754808476,5.513883364341404,1.0
0,1,3.582675372610507,4.260826135840253,1.1892861319264918,-0.7617549802217611,0.013654037181139288,5.498503392939384,1.0
0,1,3.485689436932961,4.133886698450162,1.185959556422085,-0.731098464909929,0.014773195673840896,5.4831234215373605,1.0
0,1,3.3985369596796,4.01922189538479,1.1826329809176788,-0.7034861110986292,0.016053583930419325,5.467743450135343,1.0
0,1,3.3208243703711915,3.91650449321007,1.1793771836154934,-0.6788192102098363,0.01737010940755055,5.452690712167406,1.0
0,1,3.252079986227621,3.8250709981787,1.1761921645155298,-0.6569332129732479,0.018874600395408572,5.437965207633559,1.0
0,1,3.18937255702342,3.742285489059788,1.1733610364266729,-0.6371041865361553,0.019890048671417325,5.424875870270136,1.0
0,1,3.1337405435155907,3.668802432721498,1.1707422429444805,-0.6195295480546139,0.02082329084474606,5.412768233208973,1.0
0,1,3.0846939591844698,3.6039583354165474,1.168335784068952,-0.6040447482583255,0.021363170800522382,5.4016422964500626,1.0
0,1,5.061255871806496,4.270670145173459,0.8437965306126962,-1.0337018969987128,0.022064251980765368,4.604227820660561,1.0
